DATAFLOW,LAST UPDATE,freq,building,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Stockholm,2023,2150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2013,760,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2014,690,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2015,790,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2016,900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2017,850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2018,920,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2019,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2020,980,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2021,970,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2022,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ljubljana,2023,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2013,860,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2014,840,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2015,820,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2016,840,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2017,840,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2018,860,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2019,930,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2020,950,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2021,920,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2022,990,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Bratislava,2023,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2013,390,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2014,400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2015,390,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2016,440,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2017,390,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2018,330,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2019,290,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2020,270,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2021,280,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2022,260,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Ankara,2023,530,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2013,2500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2014,2550,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2015,3200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2016,2600,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2017,2250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2018,2250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2019,2350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2020,2300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2021,2250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2022,2700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,London,2023,2950,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2013,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2014,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2015,1500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2016,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2017,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2018,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2019,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2020,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Culham,2021,1450,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Prishtinë,2021,500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Prishtinë,2022,440,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,Euro,Prishtinë,2023,420,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2013,70300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2014,74300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2015,73100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2016,70300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2017,68600,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2018,68000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2019,70700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2020,73250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2021,72350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2022,78800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tiranë (Tirana),2023,80200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2013,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2014,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2015,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2016,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2017,1300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2018,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2019,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2020,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2021,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2022,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Wien,2023,1550,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2014,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2015,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2016,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2017,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2018,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2019,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2020,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2021,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2022,1500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sarajevo,2023,1700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2013,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2014,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2015,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2016,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2017,1020,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2018,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2019,1060,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2020,1090,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2021,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2022,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bruxelles/Brussel,2023,1300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2013,740,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2014,840,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2015,920,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2016,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2017,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2018,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2019,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2020,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2021,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2022,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Sofia,2023,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2013,1900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2014,1850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2015,1900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2016,2000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2017,1850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2018,1800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2019,1850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2020,1900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2021,1950,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2022,1950,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bern (Berne),2023,1950,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2013,2950,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2014,2900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2015,2850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2016,2850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2017,2800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2018,2650,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2019,2700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2020,2700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2021,2850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2022,3000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Genève,2023,3000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2013,540,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2014,490,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2015,490,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2016,530,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2017,560,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2018,710,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2019,720,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2020,740,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2021,700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2022,780,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Lefkosia,2023,860,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2013,22300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2014,22300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2015,23700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2016,24900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2017,28300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2018,32000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2019,32800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2020,33800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2021,27800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2022,33900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Praha,2023,37250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2013,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2014,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2015,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2016,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2017,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2018,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2019,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2020,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2021,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2022,1650,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Berlin,2023,1600,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2013,820,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2014,890,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2015,890,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2016,940,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2017,970,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2018,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2019,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2020,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2021,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2022,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Karlsruhe,2023,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2013,1450,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2014,1450,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2015,1500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2016,1500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2017,1550,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2018,1650,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2019,1700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2020,1750,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2021,1800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2022,1850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,München,2023,1800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bonn,2013,890,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bonn,2014,920,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bonn,2015,900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bonn,2016,920,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bonn,2017,940,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bonn,2018,970,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bonn,2019,980,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Bonn,2020,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2013,9850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2014,10400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2015,11900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2016,12400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2017,13200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2018,13200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2019,14200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2020,14300,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2021,13800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2022,14500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,København,2023,14650,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tallinn,2013,640,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tallinn,2014,730,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tallinn,2015,730,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tallinn,2016,760,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,2-bedroom flats,National currency,Tallinn,2017,800,,
